,mavpackettype,time_boot_ms,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,alt,relative_alt,vx,vy,vz,hdg
35,GCS_ATTITUDE,1300,-0.023227719590067003,0.123547196388244,-0.122691951692104,0.000285094603896,0.000372046022675,0.000487361103296,,,,,,,,
36,GCS_ATTITUDE,1400,-0.023253977298736003,0.12363242357969201,-0.12267430126667,-0.001048379577696,-0.000106828287243,0.00024249873240400003,,,,,,,,
37,UAV_ATTITUDE,1400,0.020471516996622002,0.012372188270092002,0.2959466278553,0.0015983665362000001,0.0015201282221820002,0.00011846731649700001,,,,,,,,
38,UAV_GLOBAL_POSITION_INT,1471,,,,,,,427246755.0,-844808021.0,274110.0,2178.0,0.0,-2.0,0.0,1695.0
39,UAV_ATTITUDE,1500,0.020420607179403003,0.012389960698783,0.295964747667312,-0.00011485256254600001,0.0015695372130720001,0.0020067945588380003,,,,,,,,
40,GCS_ATTITUDE,1500,-0.023311244323849,0.12369464337825702,-0.122740909457206,0.000143227167427,-0.0020271572284400003,0.000161672360263,,,,,,,,
41,GCS_ATTITUDE,1600,-0.023344404995441003,0.12376584857702201,-0.122754089534282,-0.0013264603912830002,0.000323112937621,0.0008024192648,,,,,,,,
42,UAV_ATTITUDE,1600,0.020507555454969,0.01239160541445,0.29597401618957503,0.000377586111426,0.0016833672998470002,-0.000509112724103,,,,,,,,
43,GCS_GLOBAL_POSITION_INT,1603,,,,,,,427245951.0,-844808902.0,274410.0,2473.0,1.0,0.0,1.0,35297.0
44,UAV_ATTITUDE,1700,0.020544867962598003,0.012395775876939002,0.29599314928054804,0.00021793227642700002,-0.000691742170602,0.00045373642933500005,,,,,,,,
45,GCS_ATTITUDE,1700,-0.023383934050798003,0.12381198257207801,-0.122810564935207,-0.0011474918574090002,-0.00044456333853300006,-0.000271327793598,,,,,,,,
46,GCS_ATTITUDE,1800,-0.023429930210113,0.12391331791877701,-0.12288811057806001,-3.4320168197155e-05,0.000193504383787,-0.0008155087707560001,,,,,,,,
47,UAV_ATTITUDE,1800,0.020604886114597,0.012436286546289001,0.296011894941329,-4.13479283452034e-05,-0.000307941809296,-0.00013406947255100002,,,,,,,,
48,UAV_GLOBAL_POSITION_INT,1806,,,,,,,427246754.0,-844808022.0,274120.0,2183.0,0.0,-2.0,0.0,1696.0
49,GCS_ATTITUDE,1900,-0.023445248603820003,0.12393584102392101,-0.12292544543743102,0.001308218576014,-0.00026266532950100003,0.0011271252296860001,,,,,,,,
50,UAV_ATTITUDE,1900,0.020653367042541,0.012515250593423,0.29604086279869,0.001137310639023,0.0007410258986050001,0.001121727284044,,,,,,,,
51,GCS_GLOBAL_POSITION_INT,1936,,,,,,,427245952.0,-844808903.0,274410.0,2478.0,1.0,0.0,1.0,35296.0
52,UAV_ATTITUDE,2000,0.020663134753704,0.012502388097345002,0.29608312249183605,0.0015127453953020001,0.00014162692241300002,0.00010247906902800001,,,,,,,,
53,GCS_ATTITUDE,2000,-0.023468244820833,0.12387430667877102,-0.122890718281269,0.0017704097554080002,-0.0008241473697120001,0.0012275760527700001,,,,,,,,
54,UAV_ATTITUDE,2100,0.020687602460384,0.012461337260901002,0.29611507058143605,0.00016761384904300002,-0.00019225967116600002,0.0008375255856660001,,,,,,,,
55,GCS_ATTITUDE,2100,-0.023511921986937002,0.12391850352287201,-0.12288904190063402,0.000808627344667,0.000181777169927,0.0028495537117120004,,,,,,,,
56,UAV_GLOBAL_POSITION_INT,2138,,,,,,,427246753.0,-844808023.0,274130.0,2193.0,0.0,-2.0,0.0,1696.0
57,UAV_ATTITUDE,2200,0.020675759762525,0.012410948984324,0.296126842498779,-3.1560659408569336e-05,-0.0013563334941860002,0.000939633755479,,,,,,,,
58,GCS_ATTITUDE,2200,-0.023515198379755003,0.124009445309638,-0.122941993176937,0.0005094846710560001,0.0009738105582070001,1.7781974747776982e-05,,,,,,,,
59,GCS_GLOBAL_POSITION_INT,2271,,,,,,,427245953.0,-844808903.0,274420.0,2481.0,0.0,0.0,1.0,35296.0
60,UAV_ATTITUDE,2300,0.020709298551082,0.012399443425238,0.29609847068786604,-0.0005919151008120001,3.6641256883740425e-05,-0.0007505533867510001,,,,,,,,
61,GCS_ATTITUDE,2300,-0.023476399481296,0.12401130795478801,-0.12297549843788101,-0.00037802755832600003,4.88865189254284e-05,-0.00032834598096000004,,,,,,,,
62,UAV_ATTITUDE,2400,0.020756352692842,0.012358635663986001,0.296151012182235,0.001423697918653,-0.0008168653585010001,0.000570280360989,,,,,,,,
63,GCS_ATTITUDE,2400,-0.023467876017093003,0.12401340901851601,-0.12300021946430201,0.000238427892327,0.00011782045476100001,0.0009406903409390001,,,,,,,,
64,UAV_GLOBAL_POSITION_INT,2471,,,,,,,427246752.0,-844808024.0,274130.0,2190.0,0.0,-1.0,0.0,1696.0
65,GCS_ATTITUDE,2500,-0.023404590785503002,0.12406022846698701,-0.12294506281614301,0.000735484994947,0.001797050004824,0.0012943738838650002,,,,,,,,
66,UAV_ATTITUDE,2500,0.02082235366106,0.012363584712147001,0.296148002147674,0.000508172437548,0.00027397426310900004,0.00038174138171500005,,,,,,,,
67,UAV_ATTITUDE,2600,0.020842567086219,0.012309364974498001,0.29616510868072504,0.00022936612367600002,-4.022847861051559e-05,0.0006935913115730001,,,,,,,,
68,GCS_ATTITUDE,2600,-0.023299023509025,0.12405668944120402,-0.122946932911872,0.000661710277199,0.0008767263498150001,-0.000416641472838,,,,,,,,
69,GCS_GLOBAL_POSITION_INT,2603,,,,,,,427245956.0,-844808903.0,274420.0,2482.0,1.0,0.0,1.0,35296.0
70,GCS_ATTITUDE,2700,-0.023341048508882002,0.12408076226711201,-0.12290995568037001,0.000306143425405,0.000121064251288,0.000840286549646,,,,,,,,
71,UAV_ATTITUDE,2700,0.020860217511653,0.012182893231511002,0.29621136188507,-0.0007689902558920001,-0.0016622650437050001,0.001062565017491,,,,,,,,
72,UAV_ATTITUDE,2800,0.020880397409200002,0.012155596166849001,0.29621347784996005,0.000654467381536,-0.0006934788543730001,-0.0007873169379300001,,,,,,,,
73,GCS_ATTITUDE,2800,-0.023292966187,0.12402085214853201,-0.12292097508907301,-0.00017003901302800001,-0.0003551710397,-0.000271403754595,,,,,,,,
74,UAV_GLOBAL_POSITION_INT,2803,,,,,,,427246750.0,-844808025.0,274110.0,2178.0,0.0,-1.0,0.0,1697.0
75,UAV_ATTITUDE,2900,0.020829081535339,0.012189323082566001,0.296233683824539,-0.0008710771799080001,-0.000631619710475,0.0010959556093430001,,,,,,,,
76,GCS_ATTITUDE,2900,-0.023269280791282,0.12406558543443601,-0.12285653501749001,-0.00010247342288400001,0.000832473044283,-0.00011478416854500001,,,,,,,,
77,GCS_GLOBAL_POSITION_INT,2936,,,,,,,427245959.0,-844808903.0,274420.0,2482.0,1.0,0.0,0.0,35297.0
78,UAV_ATTITUDE,3000,0.020803600549697,0.012225988321006001,0.29622778296470603,-0.0011597611010070001,0.0018269844586020002,0.0010012272978200001,,,,,,,,
79,GCS_ATTITUDE,3000,-0.023262344300746002,0.12395179271697901,-0.122875452041625,-0.000250639393925,-0.00043649738654400003,0.000411417946452,,,,,,,,
80,GCS_ATTITUDE,3100,-0.023252943530678003,0.12391402572393401,-0.12286587059497801,-6.447266787290573e-05,0.000695684109814,-0.0006038625724610001,,,,,,,,
81,UAV_ATTITUDE,3100,0.020765867084264002,0.012219750322401001,0.296232372522354,0.000594265758991,0.00044099614024100005,-0.001135599683038,,,,,,,,
82,UAV_GLOBAL_POSITION_INT,3136,,,,,,,427246750.0,-844808027.0,274100.0,2166.0,0.0,-1.0,0.0,1697.0
83,UAV_ATTITUDE,3200,0.020841140300035,0.012248666957020002,0.296203106641769,0.0010582925751800002,0.000347178312949,-0.001008989056572,,,,,,,,
84,GCS_ATTITUDE,3200,-0.023314304649829,0.123863078653812,-0.122882708907127,5.6996941566467285e-06,0.001005149330012,0.0016125533729790002,,,,,,,,
85,GCS_GLOBAL_POSITION_INT,3268,,,,,,,427245962.0,-844808904.0,274420.0,2483.0,2.0,0.0,0.0,35296.0
86,GCS_ATTITUDE,3300,-0.023471005260944002,0.12383671849966,-0.12297161668539001,0.000105128623545,0.000497474335134,-0.0013563596876330001,,,,,,,,
87,UAV_ATTITUDE,3300,0.020827211439609,0.012268127873539002,0.29616248607635504,-0.00044465530663700004,6.892462261021137e-05,-0.00023716507712300003,,,,,,,,
88,GCS_ATTITUDE,3400,-0.023610955104231002,0.12395577132701802,-0.12299730628728801,0.000168967060744,-0.00045028491877000004,-4.558137152343989e-05,,,,,,,,
89,UAV_ATTITUDE,3400,0.020874127745628003,0.012394846417009001,0.29615852236747703,-0.0009316913783550001,0.001438540290109,-0.0009116515866480001,,,,,,,,
90,UAV_GLOBAL_POSITION_INT,3471,,,,,,,427246747.0,-844808028.0,274090.0,2154.0,0.0,-1.0,0.0,1697.0
91,GCS_ATTITUDE,3500,-0.023729896172881,0.12407249957323001,-0.12299626320600501,-0.00047236308455400004,0.0012049090582870001,0.000608100090175,,,,,,,,
92,UAV_ATTITUDE,3500,0.020884148776531,0.012488331645727001,0.296207249164581,-0.00011099036782900001,0.0006670082220800001,-0.000536983774509,,,,,,,,
93,UAV_ATTITUDE,3600,0.020951900631189003,0.012601613998413001,0.296289354562759,0.00159459747374,-6.85742124915123e-05,0.001136604812927,,,,,,,,
94,GCS_ATTITUDE,3600,-0.023724030703306,0.12423748522996901,-0.122956983745098,0.000537458807229,0.000395015929825,0.0012412933865560002,,,,,,,,
95,GCS_GLOBAL_POSITION_INT,3603,,,,,,,427245964.0,-844808906.0,274420.0,2484.0,1.0,0.0,0.0,35296.0
96,UAV_ATTITUDE,3700,0.020869139581918,0.012602753005921001,0.29633745551109303,0.000792938284575,-0.00046007102355300004,-0.000167900405358,,,,,,,,
97,GCS_ATTITUDE,3700,-0.023635823279619002,0.12436471879482201,-0.12298381328582701,0.001196523196995,0.0011343109654260001,0.001214612275362,,,,,,,,
98,UAV_ATTITUDE,3800,0.020839765667915,0.012533156201243002,0.29630529880523604,-0.000885956920683,0.00021640944760200001,8.391862502321602e-05,,,,,,,,
99,GCS_ATTITUDE,3800,-0.023640766739845002,0.124374315142631,-0.12293698638677501,0.0007341876626010001,-0.000807827804237,0.000584351306315,,,,,,,,
100,UAV_GLOBAL_POSITION_INT,3803,,,,,,,427246746.0,-844808029.0,274080.0,2144.0,0.0,-1.0,0.0,1697.0
101,UAV_ATTITUDE,3900,0.020874667912721002,0.012463222257792,0.29633432626724204,0.000759232789278,0.0007676313398400001,0.000128191895782,,,,,,,,
102,GCS_ATTITUDE,3900,-0.023700043559074003,0.124376729130744,-0.122994728386402,-0.0008069882169360001,-2.175569534301757e-05,0.000172163709066,,,,,,,,
103,GCS_GLOBAL_POSITION_INT,3934,,,,,,,427245966.0,-844808906.0,274420.0,2484.0,1.0,0.0,1.0,35296.0
104,UAV_ATTITUDE,4000,0.020880583673715,0.012400599196553001,0.296339064836502,-0.000727453269064,-0.00032448116689900004,0.00013027637032700002,,,,,,,,
105,GCS_ATTITUDE,4000,-0.023736603558063,0.12432891875505402,-0.123027980327606,-0.000889198854565,-0.001067630713805,-0.00047943065874200006,,,,,,,,
106,UAV_ATTITUDE,4100,0.020883794873952,0.012270515784621001,0.296411424875259,0.0008877990767350001,-0.000692393165081,0.0023772318381810004,,,,,,,,
107,GCS_ATTITUDE,4100,-0.023779297247529002,0.12419907003641101,-0.123052306473255,2.7338974177837375e-05,-0.001622539944946,0.001217668876051,,,,,,,,
108,UAV_GLOBAL_POSITION_INT,4136,,,,,,,427246746.0,-844808030.0,274080.0,2142.0,0.0,0.0,0.0,1698.0
109,UAV_ATTITUDE,4200,0.020833007991313,0.012366716749966,0.29640078544616705,-0.000911250710487,0.00034518458414800005,0.000563779554795,,,,,,,,
110,GCS_ATTITUDE,4200,-0.023849233984947003,0.12424955517053601,-0.123110629618167,-0.0002863695845,0.00016561802476600001,0.00045013119233700005,,,,,,,,
111,GCS_GLOBAL_POSITION_INT,4268,,,,,,,427245968.0,-844808907.0,274420.0,2485.0,0.0,0.0,1.0,35295.0
112,GCS_ATTITUDE,4300,-0.023879718035459,0.12435227632522501,-0.12318138033151602,-0.0010408023372290001,0.001400107750669,-0.0008729216060600001,,,,,,,,
113,UAV_ATTITUDE,4300,0.020744562149047,0.012482854537665001,0.29643228650093,-0.000586769543588,0.00040360528510000005,0.0009684710530560001,,,,,,,,
114,GCS_ATTITUDE,4400,-0.023937985301017,0.12459751218557301,-0.123165324330329,0.000369765795767,0.0016758290585130002,0.0013865873916070002,,,,,,,,
115,UAV_ATTITUDE,4400,0.020711433142423002,0.012512887828052,0.296464383602142,-0.000995936803519,-0.000515682389959,0.000569007883314,,,,,,,,
116,UAV_GLOBAL_POSITION_INT,4468,,,,,,,427246744.0,-844808032.0,274070.0,2136.0,0.0,-1.0,1.0,1698.0
117,GCS_ATTITUDE,4500,-0.023988867178559,0.12479827553033801,-0.12322204560041401,0.00014940742403200002,0.000540463952347,0.000148359977174,,,,,,,,
118,UAV_ATTITUDE,4500,0.020628083497285003,0.012517480179667001,0.29645812511444003,-0.000121467746794,-0.000125259393826,-0.00027813040651300004,,,,,,,,
119,GCS_GLOBAL_POSITION_INT,4600,,,,,,,427245967.0,-844808908.0,274420.0,2480.0,-1.0,0.0,1.0,35298.0
120,UAV_ATTITUDE,4600,0.020577263087034,0.0124441832304,0.296493053436279,0.0009777909144750001,-0.00099095958285,0.0017160729039460002,,,,,,,,
121,GCS_ATTITUDE,4603,-0.023934088647365,0.12596438825130402,-0.12254618108272501,0.000809174031019,0.011137284338474001,0.0029637415427710002,,,,,,,,
122,UAV_ATTITUDE,4700,0.020589187741279002,0.012369669042527,0.296531707048416,-2.654548734426498e-05,0.000305014546029,0.00021418073447400002,,,,,,,,
123,GCS_ATTITUDE,4700,-0.024062097072601003,0.125045090913772,-0.123392224311828,0.001064959913492,-0.022591177374124003,-0.008523635566234,,,,,,,,
124,GCS_ATTITUDE,4800,-0.023956600576639002,0.123892903327941,-0.12236519157886501,0.0005772486329070001,0.000728146289475,0.020437724888324002,,,,,,,,
125,UAV_ATTITUDE,4800,0.020584288984537003,0.012358445674180001,0.296639144420623,-0.0020315321162340002,0.0005287100793790001,0.000613942393101,,,,,,,,
126,UAV_GLOBAL_POSITION_INT,4803,,,,,,,427246743.0,-844808033.0,274070.0,2135.0,0.0,-1.0,1.0,1699.0
127,UAV_ATTITUDE,4900,0.020552966743707,0.012422807514667001,0.296681761741638,-0.000344690866768,0.00030389614403200004,0.0009463985916220001,,,,,,,,
128,GCS_ATTITUDE,4900,-0.024322230368852,0.125682845711708,-0.123034343123435,-0.0013364898040890002,0.008441221900284,-0.021142520010471,,,,,,,,
129,GCS_GLOBAL_POSITION_INT,4933,,,,,,,427245969.0,-844808908.0,274410.0,2476.0,-1.0,0.0,1.0,35294.0
130,UAV_ATTITUDE,5000,0.020610921084880003,0.012523278594017001,0.296746969223022,-0.00030624307692000003,0.001101108966395,0.00010120292427000001,,,,,,,,
131,GCS_ATTITUDE,5000,-0.023971483111381003,0.126004695892333,-0.122404851019382,-0.0020745862275360002,0.014224922284483,0.013527324423193002,,,,,,,,
132,GCS_ATTITUDE,5100,-0.024786360561847003,0.12442795932292901,-0.12180551141500401,-0.020038124173879002,-0.09468460828065801,-0.030635785311460002,,,,,,,,
133,UAV_ATTITUDE,5100,0.020567491650581003,0.012492653913795001,0.296778798103332,-0.000317707657814,0.0007429950637740001,0.0009439135319550001,,,,,,,,
134,UAV_GLOBAL_POSITION_INT,5134,,,,,,,427246741.0,-844808034.0,274060.0,2126.0,0.0,-1.0,1.0,1700.0
135,GCS_ATTITUDE,5200,-0.023638943210244002,0.118308186531066,-0.130138054490089,0.026791576296091003,-0.032053228467702005,-0.055079486221075,,,,,,,,
136,UAV_ATTITUDE,5200,0.020467430353164003,0.012484693899750002,0.29681420326232905,-0.0008920039981600001,-0.00031094136647800004,0.0009513235418120001,,,,,,,,
137,GCS_GLOBAL_POSITION_INT,5266,,,,,,,427245969.0,-844808909.0,274420.0,2486.0,2.0,-3.0,-24.0,35243.0
138,UAV_ATTITUDE,5300,0.020431719720363003,0.012479744851589002,0.296805351972579,-0.000220522284507,0.00026022293604900003,0.0006116487202230001,,,,,,,,
139,GCS_ATTITUDE,5301,-0.015747187659144003,0.11175090074539101,-0.132980212569236,0.046732135117053,-0.084130391478538,-0.022060714662075,,,,,,,,
140,UAV_ATTITUDE,5400,0.020374309271574003,0.012564717791974002,0.29675218462944003,-0.0010113026946780002,-0.000788897974416,0.001225541695021,,,,,,,,
141,GCS_ATTITUDE,5400,-0.017650958150625,0.10373587161302501,-0.13739785552024802,-0.06576929986476801,-0.068860486149787,-0.08382262289524,,,,,,,,
142,UAV_GLOBAL_POSITION_INT,5468,,,,,,,427246739.0,-844808035.0,274060.0,2124.0,-1.0,-1.0,1.0,1700.0
143,UAV_ATTITUDE,5500,0.020337015390396,0.012567559257149,0.29680213332176203,-0.000647294335067,-0.000344140222296,0.0005013509071430001,,,,,,,,
144,GCS_ATTITUDE,5500,-0.024009220302104003,0.09828893095254801,-0.151059731841087,-0.038589723408222004,-0.058888044208288005,-0.165786668658256,,,,,,,,
145,GCS_GLOBAL_POSITION_INT,5600,,,,,,,427245971.0,-844808908.0,274580.0,2648.0,2.0,-4.0,-56.0,35035.0
146,UAV_ATTITUDE,5600,0.020487274974584,0.014717279002070002,0.29427459836006103,0.005406861193478001,0.055526811629533004,-0.063903860747814,,,,,,,,
147,GCS_ATTITUDE,5603,-0.027164550498127,0.088077053427696,-0.169092044234275,0.020990328863263002,-0.12969639897346402,-0.18457828462123801,,,,,,,,
148,GCS_ATTITUDE,5700,-0.019645418971776,0.07215654850006101,-0.19165131449699402,0.15043929219245902,-0.18720754981040902,-0.258624762296676,,,,,,,,
149,UAV_ATTITUDE,5700,0.021041944622993,0.019006729125976,0.291979253292083,0.009923990815877,0.027802038937807003,0.006002011708915,,,,,,,,
150,GCS_ATTITUDE,5800,0.000968284904956,0.05237094312906201,-0.21583281457424103,0.23948490619659402,-0.203741461038589,-0.19724015891551902,,,,,,,,
151,UAV_GLOBAL_POSITION_INT,5801,,,,,,,427246736.0,-844808036.0,274060.0,2124.0,-1.0,-2.0,1.0,1656.0
152,UAV_ATTITUDE,5803,0.021042067557573003,0.020694492384791003,0.289005070924758,-0.0049661225639280005,0.0067670363932840006,-0.019950713962316003,,,,,,,,
153,GCS_ATTITUDE,5900,0.015650529414415002,0.036332596093416006,-0.23311473429203003,0.06099995970726001,-0.137049332261085,-0.157891035079956,,,,,,,,
154,UAV_ATTITUDE,5900,0.020877543836832,0.020974878221750003,0.289999842643737,-0.008044567890465001,-0.008784402161836001,0.005187249276787,,,,,,,,
155,GCS_GLOBAL_POSITION_INT,5934,,,,,,,427245972.0,-844808907.0,274850.0,2915.0,0.0,-2.0,-89.0,34635.0
156,GCS_ATTITUDE,6000,0.009103387594223,0.027818458154797002,-0.250890105962753,-0.097632192075252,-0.06740165501832901,-0.194258883595466,,,,,,,,
157,UAV_ATTITUDE,6000,0.021201703697443,0.021673498675227002,0.29175561666488603,-0.010204796679317,0.017471633851528,0.032642759382724006,,,,,,,,
158,GCS_ATTITUDE,6100,-0.000732813030481,0.024931341409683002,-0.27104246616363503,-0.122363269329071,-0.028690146282315,-0.18214514851570102,,,,,,,,
159,UAV_ATTITUDE,6100,0.021372675895690002,0.020501900464296,0.29451864957809404,0.017748121172189,-0.035998661071062005,-0.011709633283317,,,,,,,,
160,UAV_GLOBAL_POSITION_INT,6134,,,,,,,427246733.0,-844808036.0,274060.0,2124.0,0.0,-2.0,0.0,1680.0
161,GCS_ATTITUDE,6200,-0.015393452718853002,0.022632960230112003,-0.28186058998107905,-0.17546251416206302,-0.022342275828123002,-0.05344870314002,,,,,,,,
162,UAV_ATTITUDE,6200,0.019830394536256003,0.016885315999388,0.291877001523971,-0.010934188961982,-0.056255608797073,-0.005219587124884,,,,,,,,
163,GCS_GLOBAL_POSITION_INT,6266,,,,,,,427245972.0,-844808905.0,275100.0,3164.0,-11.0,1.0,-39.0,34384.0
164,GCS_ATTITUDE,6300,-0.037701576948165005,0.021118951961398003,-0.280507266521453,-0.23503810167312603,-0.013171957805752001,0.05309416353702501,,,,,,,,
165,UAV_ATTITUDE,6300,0.011624965816736001,0.010029234923422,0.293858677148818,-0.113363310694694,-0.07878545671701401,0.010623076930642001,,,,,,,,
166,GCS_ATTITUDE,6400,-0.057649806141853006,0.018553309142589,-0.271195918321609,-0.18099296092987002,-0.040695860981941,0.10983175039291301,,,,,,,,
167,UAV_ATTITUDE,6400,0.0015416145324700001,0.0028381468728180003,0.289022356271743,-0.12698933482170102,-0.044916443526744,-0.042898096144199004,,,,,,,,
168,UAV_GLOBAL_POSITION_INT,6466,,,,,,,427246732.0,-844808038.0,274090.0,2153.0,6.0,-13.0,-19.0,1651.0
169,GCS_ATTITUDE,6500,-0.071477562189102,0.011315578594803002,-0.25638988614082303,-0.10052917152643201,-0.09924839437007901,0.17301857471466,,,,,,,,
170,UAV_ATTITUDE,6500,-0.007167574018239001,-0.000866887392476,0.288641542196273,-0.052585564553737,-0.033247608691453004,0.013651999644935001,,,,,,,,
171,GCS_GLOBAL_POSITION_INT,6598,,,,,,,427245966.0,-844808903.0,275150.0,3214.0,-38.0,-7.0,-4.0,34663.0
172,UAV_ATTITUDE,6600,-0.010424802079796,-0.009706184267997001,0.29460620880126903,-0.033862799406051004,-0.151862114667892,0.08247876167297301,,,,,,,,
173,GCS_ATTITUDE,6600,-0.082765370607376,-0.000467328121885,-0.23279862105846402,-0.157476782798767,-0.142422437667846,0.26000192761421204,,,,,,,,
174,UAV_ATTITUDE,6700,-0.016983371227979,-0.034736890345811004,0.30231145024299605,-0.11035382002592001,-0.28772589564323403,0.06832755357027001,,,,,,,,
175,GCS_ATTITUDE,6700,-0.113999061286449,-0.014206172898411001,-0.20623257756233201,-0.40127342939376803,-0.15943861007690402,0.24756693840026803,,,,,,,,
176,UAV_GLOBAL_POSITION_INT,6800,,,,,,,427246733.0,-844808043.0,274270.0,2339.0,3.0,-3.0,-74.0,1835.0
